id,path,canonical,transcript
THA_Nu_6_S00042_206,audio_data/train/THA_Nu_6_S00042_206.wav,l aː-1 mz tʰ i-1 k ɔ-4 ɣ i-1 tʰ u-4 v i-5 ɲ i-3,l aː-1 mz tʰ i-1 k ɔ-4 ɣ i-1 tʰ u-4 v i-5 ɲ i-3
HYT_Nu_6_S0005_119,audio_data/train/HYT_Nu_6_S0005_119.wav,k aː-4 m a-0 ŋz l aː-5 kz m ɛ-5,k aː-4 m a-0 ŋz l aː-5 kz m ɛ-5
PTT_7_NU_S0041_126,audio_data/train/PTT_7_NU_S0041_126.wav,ə-0 iz h w aː-5 tz ɗ o-5 ŋmz k uə-3 k ɔ-0 nz v ə-5 tz,ə-0 iz h w aː-5 tz ɗ o-5 ŋmz k uə-3 k ɔ-0 nz v ə-5 tz
CNBA_Nu_6_S0003_10,audio_data/train/CNBA_Nu_6_S0003_10.wav,m o-5 tz t͡ɕ iə-1 uz k o-0 ŋmz t͡ɕ uə-4 ɗ aː-0 ŋz t͡ɕ əː-0 iz ɓ ɔ-4 ŋmz,m o-5 tz t͡ɕ iə-1 uz k o-0 ŋmz t͡ɕ uə-4 ɗ aː-0 ŋz t͡ɕ əː-0 iz ɓ ɔ-4 ŋmz
HYT_Nu_6_S0005_78,audio_data/train/HYT_Nu_6_S0005_78.wav,k ɔ-0 nz t e-0 nz l aː-1 t͡ɕ ə-1 nz t u-1 ŋmz l ə-0 mz,k ɔ-0 nz t e-0 nz l aː-1 t͡ɕ ə-1 nz t u-1 ŋmz l ə-0 mz
HYT_Nu_6_S0005_89,audio_data/train/HYT_Nu_6_S0005_89.wav,t əː-4 ɗ o-4 t u-1 ŋmz l ə-0 mz n aː-1 ŋz t iə-0 nz k aː-4 k ɔ-4 ɲ ɨ-2 ŋz h i-1 ŋ̟z z aː-5 ŋz ɣ i-1,t əː-4 ɗ o-4 t u-1 ŋmz l ə-0 mz n aː-1 ŋz t iə-0 nz k aː-4 k ɔ-4 ɲ ɨ-2 ŋz h i-1 ŋ̟z z aː-5 ŋz ɣ i-1
MK_7_NU_S0007_8,audio_data/train/MK_7_NU_S0007_8.wav,m ɛ-5 n ə-4 uz k əː-0 mz,m ɛ-5 n ə-4 uz k əː-0 mz
PTT_7_NU_S0041_15,audio_data/train/PTT_7_NU_S0041_15.wav,aː-0 iz iə-0 uz tʰ u-0 ɗ a-5 tz t a-0 iz l e-0 nz v aː-0 iz ɗ o-0 ŋmz tʰ u-3 tʰ i-3,aː-0 iz iə-0 uz tʰ u-0 ɗ a-5 tz t a-0 iz l e-0 nz v aː-0 iz ɗ o-0 ŋmz tʰ u-3 tʰ i-3
NMA_7_NU_S0002_60,audio_data/train/NMA_7_NU_S0002_60.wav,l ə-4 mz l ə-4 mz t ə-4 mz m ɨə-0 ɓ a-0 iz,l ə-4 mz l ə-4 mz t ə-4 mz m ɨə-0 ɓ a-0 iz
NMA_7_NU_S0002_44,audio_data/train/NMA_7_NU_S0002_44.wav,m w o-2 mz z ɨ-1 ŋz ɲ iə-1 uz k w aː-5 tz ɓ a-0 iz,m w o-2 mz z ɨ-1 ŋz ɲ iə-1 uz k w aː-5 tz ɓ a-0 iz
DNK_7_NU_S0048_89,audio_data/train/DNK_7_NU_S0048_89.wav,ɓ ə-1 uz t͡ɕ əː-1 iz t͡ɕ ɔ-0 ŋmz s eaː-0 ŋ̟z s ɔ-0 iz ɓ ɔ-4 ŋmz s w o-4 ŋmz,ɓ ə-1 uz t͡ɕ əː-1 iz t͡ɕ ɔ-0 ŋmz s eaː-0 ŋ̟z s ɔ-0 iz ɓ ɔ-4 ŋmz s w o-4 ŋmz
NHM_7_NU_S0006_62,audio_data/train/NHM_7_NU_S0006_62.wav,z a-1 mz tʰ aː-4 ŋz ɓ a-3 iz n ɨə-4 kz ɲ a-3 iz l e-0 nz ɓ əː-1,z a-1 mz tʰ aː-4 ŋz ɓ a-3 iz n ɨə-4 kz ɲ a-3 iz l e-0 nz ɓ əː-1
THA_7_NU_S0043_75,audio_data/train/THA_7_NU_S0043_75.wav,ɓ ə-0 iz z əː-1 k ə-5 uz t͡ɕ aː-3 l əː-1 iz s w ə-4 tz t əː-4 ɲ ɨ-2 ŋz k ə-0 uz h ɔ-3 iz n a-1 iz ɲ ɛ-4,ɓ ə-0 iz z əː-1 k ə-5 uz t͡ɕ aː-3 l əː-1 iz s w ə-4 tz t əː-4 ɲ ɨ-2 ŋz k ə-0 uz h ɔ-3 iz n a-1 iz ɲ ɛ-4
THA_7_NU_S0043_43,audio_data/train/THA_7_NU_S0043_43.wav,ɓ aː-0 uz n a-0 mz x ə-3 uz l w iə-5 nz k i-4 ɗ aː-2 t o-4 tz ŋ iə-5 pz f o-3 tʰ o-0 ŋmz v aː-1 tʰ i-0 ɗ ə-5 uz v aː-1 uz t͡ɕ ɨə-1 ŋz ɗ aː-5 iz h ɔ-5 kpz t o-3 ŋmz h əː-5 pz,ɓ aː-0 uz n a-0 mz x ə-3 uz l w iə-5 nz k i-4 ɗ aː-2 t o-4 tz ŋ iə-5 pz f o-3 tʰ o-0 ŋmz v aː-1 tʰ i-0 ɗ ə-5 uz v aː-1 uz t͡ɕ ɨə-1 ŋz ɗ aː-5 iz h ɔ-5 kpz t o-3 ŋmz h əː-5 pz
NTN_7_NU_S0042_13,audio_data/train/NTN_7_NU_S0042_13.wav,m ɔ-5 iz ŋ ɨə-1 iz l w o-0 nz iə-0 uz tʰ ɨə-0 ŋz v aː-1 ɣ a-4 nz ɓ ɔ-4 v əː-4 iz ɲ a-0 uz,m ɔ-5 iz ŋ ɨə-1 iz l w o-0 nz iə-0 uz tʰ ɨə-0 ŋz v aː-1 ɣ a-4 nz ɓ ɔ-4 v əː-4 iz ɲ a-0 uz
NMA_7_NU_S0002_244,audio_data/train/NMA_7_NU_S0002_244.wav,v ɨə-1 l u-4 kpz ə-4 iz v uə-0 k u-1 ŋmz k aː-4 kz v ɨə-0 ŋz h ə-1 uz ɓ ɨə-4 kz z aː-0 ŋ w aː-1 iz m w i-0 tʰ w iə-1 nz,v ɨə-1 l u-4 kpz ə-4 iz v uə-0 k u-1 ŋmz k aː-4 kz v ɨə-0 ŋz h ə-1 uz ɓ ɨə-4 kz z aː-0 ŋ w aː-1 iz m w i-0 tʰ w iə-1 nz
PC_7_NAM_S0004_62,audio_data/train/PC_7_NAM_S0004_62.wav,v ə-5 iz əː-0 t͡ɕ ɨə-1 ŋz ɓ aː-5 nz tʰ i-4 k̟z t͡ɕ əː-0 iz v əː-4 iz aː-0 iz ɲ ə-4 tz,v ə-5 iz əː-0 t͡ɕ ɨə-1 ŋz ɓ aː-5 nz tʰ i-4 k̟z t͡ɕ əː-0 iz v əː-4 iz aː-0 iz ɲ ə-4 tz
THA_7_NU_S0043_18,audio_data/train/THA_7_NU_S0043_18.wav,tʰ ə-1 iz z aː-4 uz m aː-0 ŋz z ɔ-3 t͡ɕ aː-4 iz k ə-0 iz ɗ e-4 nz l əː-4 pz ɗ e-3 l aː-1 mz ɣ i-1,tʰ ə-1 iz z aː-4 uz m aː-0 ŋz z ɔ-3 t͡ɕ aː-4 iz k ə-0 iz ɗ e-4 nz l əː-4 pz ɗ e-3 l aː-1 mz ɣ i-1
GQM_Nam_6_S0006_109,audio_data/train/GQM_Nam_6_S0006_109.wav,k aː-4 m a-0 ŋz l aː-5 kz m ɛ-5,k aː-4 m a-0 ŋz l aː-5 kz m ɛ-5
TPA_Nu_6_S0009_152,audio_data/train/TPA_Nu_6_S0009_152.wav,tʰ ə-1 iz z aː-4 uz t aː-5 mz ɓ iə-5 tz t ɨ-1 ŋz ɗ ɨə-4 t͡ɕ u-4 ŋmz t o-0 iz,tʰ ə-1 iz z aː-4 uz t aː-5 mz ɓ iə-5 tz t ɨ-1 ŋz ɗ ɨə-4 t͡ɕ u-4 ŋmz t o-0 iz
TPA_Nu_6_S0009_22,audio_data/train/TPA_Nu_6_S0009_22.wav,t͡ɕ i-5 ɗ aː-2 t͡ɕ ɔ-0 ɓ ɔ-5 nz t͡ɕ ɛ-3 a-0 nz t͡ɕ ɨə-0,t͡ɕ i-5 ɗ aː-2 t͡ɕ ɔ-0 ɓ ɔ-5 nz t͡ɕ ɛ-3 a-0 nz t͡ɕ ɨə-0
NNM_Nu_6_S00045_102,audio_data/train/NNM_Nu_6_S00045_102.wav,ɗ e-3 z w aː-5 tʰ ɔ-3 t͡ɕ ɔ-0 v w i-0,ɗ e-3 z w aː-5 tʰ ɔ-3 t͡ɕ ɔ-0 v w i-0
TPA_Nu_6_S0009_205,audio_data/train/TPA_Nu_6_S0009_205.wav,e-4 k̟z ɓ iə-4 nz h i-1 ŋ̟z m o-5 tz t͡ɕ aː-1 ŋz h w aː-1 ŋz t ɨ-3 m o-5 tz t͡ɕ aː-1 ŋz t͡ɕ aː-0 iz x o-0 iz ŋ o-0 t w ə-4 nz t u-4,e-4 k̟z ɓ iə-4 nz h i-1 ŋ̟z m o-5 tz t͡ɕ aː-1 ŋz h w aː-1 ŋz t ɨ-3 m o-5 tz t͡ɕ aː-1 ŋz t͡ɕ aː-0 iz x o-0 iz ŋ o-0 t w ə-4 nz t u-4
LDMT_Nam_6_S00047_17,audio_data/train/LDMT_Nam_6_S00047_17.wav,s a-0 uz ɗ ə-0 iz t əː-4 s ɛ-2 ɗ ɔ-5 kpz h ɨə-4 v aː-1 l aː-1 mz,s a-0 uz ɗ ə-0 iz t əː-4 s ɛ-2 ɗ ɔ-5 kpz h ɨə-4 v aː-1 l aː-1 mz
TTT_Nu_6_S00049_70,audio_data/train/TTT_Nu_6_S00049_70.wav,z u-1 ŋmz t͡ɕ ə-0 nz ɗ aː-5 pz m o-5 tz k aː-4 iz,z u-1 ŋmz t͡ɕ ə-0 nz ɗ aː-5 pz m o-5 tz k aː-4 iz
CNBA_Nu_6_S0003_117,audio_data/train/CNBA_Nu_6_S0003_117.wav,k aː-4 m a-0 ŋz l ɔ-0 l a-4 ŋz l a-4 mz,k aː-4 m a-0 ŋz l ɔ-0 l a-4 ŋz l a-4 mz
NHM_7_NU_S0006_20,audio_data/train/NHM_7_NU_S0006_20.wav,ɓ ə-0 iz z əː-1 m i-1 ŋ̟z ɗ o-4 ɓ aː-5 nz ɗ o-1 ŋmz ɓ a-1 ŋz l aː-1 ɣ i-1,ɓ ə-0 iz z əː-1 m i-1 ŋ̟z ɗ o-4 ɓ aː-5 nz ɗ o-1 ŋmz ɓ a-1 ŋz l aː-1 ɣ i-1
HYT_Nu_6_S0005_79,audio_data/train/HYT_Nu_6_S0005_79.wav,h o-0 mz n a-0 iz k ɔ-0 nz s ɛ-2 ɗ ɔ-5 kpz ɓ aː-1 iz n aː-1 ŋz t iə-0 nz k aː-4,h o-0 mz n a-0 iz k ɔ-0 nz s ɛ-2 ɗ ɔ-5 kpz ɓ aː-1 iz n aː-1 ŋz t iə-0 nz k aː-4
PTL_7_NU_S0008_151,audio_data/train/PTL_7_NU_S0008_151.wav,k aː-4 iz k o-3 tʰ u-5 tz ŋ a-4 nz tʰ u-5 tz z aː-1 iz v aː-1 uz z aː-0,k aː-4 iz k o-3 tʰ u-5 tz ŋ a-4 nz tʰ u-5 tz z aː-1 iz v aː-1 uz z aː-0
LXT_Nam_6_S0008_38,audio_data/train/LXT_Nam_6_S0008_38.wav,m o-5 tz h o-0 mz l u-2 ɣ aː-1 m aː-4 iz t͡ɕ o-4 nz s eaː-5 k̟z,m o-5 tz h o-0 mz l u-2 ɣ aː-1 m aː-4 iz t͡ɕ o-4 nz s eaː-5 k̟z
PTT_7_NU_S0041_84,audio_data/train/PTT_7_NU_S0041_84.wav,k ɔ-4 ɣ i-1 ŋ ə-2 mz ŋ i-2,k ɔ-4 ɣ i-1 ŋ ə-2 mz ŋ i-2
CNBA_Nu_6_S0003_161,audio_data/train/CNBA_Nu_6_S0003_161.wav,t ɨ-5 ɲ iə-0 nz m ə-4 tz h u-4 tz k aː-4 m a-0 ŋz k aː-4 m ə-5 pz ŋ əː-4 z aː-0,t ɨ-5 ɲ iə-0 nz m ə-4 tz h u-4 tz k aː-4 m a-0 ŋz k aː-4 m ə-5 pz ŋ əː-4 z aː-0
TTD_7_NAM_S0001_33,audio_data/train/TTD_7_NAM_S0001_33.wav,ɓ ə-0 iz z əː-1 tʰ ɔ-0 ŋmz tʰ aː-3,ɓ ə-0 iz z əː-1 tʰ ɔ-0 ŋmz tʰ aː-3
CNBA_Nu_6_S0003_1,audio_data/train/CNBA_Nu_6_S0003_1.wav,s i-0 nz t͡ɕ aː-1 uz ɓ aː-5 nz t əː-4 t e-0 nz l aː-1 t͡ɕ u-0 ŋ w iə-2 nz ɓ aː-3 uz aː-0 nz,s i-0 nz t͡ɕ aː-1 uz ɓ aː-5 nz t əː-4 t e-0 nz l aː-1 t͡ɕ u-0 ŋ w iə-2 nz ɓ aː-3 uz aː-0 nz
NDBA_7_NAM_S0010_38,audio_data/train/NDBA_7_NAM_S0010_38.wav,i-0 t əː-4 l aː-1,i-0 t əː-4 l aː-1
DNK_7_NU_S0048_145,audio_data/train/DNK_7_NU_S0048_145.wav,h aː-5 k eaː-4 ŋ̟z z ɛ-0 uz m ɨ-1 ŋz,h aː-5 k eaː-4 ŋ̟z z ɛ-0 uz m ɨ-1 ŋz
NTN_7_NU_S0042_20,audio_data/train/NTN_7_NU_S0042_20.wav,tʰ ɨ-0 v iə-5 nz s eaː-0 ŋ̟z v əː-4 iz ɲ ɨ-2 ŋz k w o-4 nz s eaː-4 k̟z h a-0 iz,tʰ ɨ-0 v iə-5 nz s eaː-0 ŋ̟z v əː-4 iz ɲ ɨ-2 ŋz k w o-4 nz s eaː-4 k̟z h a-0 iz
DNK_7_NU_S0048_297,audio_data/train/DNK_7_NU_S0048_297.wav,h aː-0 iz k ə-5 uz k ə-1 mz z aː-0 uz k aː-4 tz k aː-3 ɗ aː-4 mz k ɔ-3 l ə-2 nz ɓ o-0 ŋmz h w aː-0 k u-4 kpz,h aː-0 iz k ə-5 uz k ə-1 mz z aː-0 uz k aː-4 tz k aː-3 ɗ aː-4 mz k ɔ-3 l ə-1 nz ɓ o-0 ŋmz h w aː-0 k u-4 kpz
CNBA_Nu_6_S0003_112,audio_data/train/CNBA_Nu_6_S0003_112.wav,ɗ e-3 t əː-4 ɗ ɔ-5 kpz l aː-5 iz ɓ aː-1 iz t͡ɕ ɔ-0 k ə-5 uz ŋ ɛ-0 ɲ ɛ-4,ɗ e-3 t əː-4 ɗ ɔ-5 kpz l aː-5 iz ɓ aː-1 iz t͡ɕ ɔ-0 k ə-5 uz ŋ ɛ-0 ɲ ɛ-4
NMA_7_NU_S0002_120,audio_data/train/NMA_7_NU_S0002_120.wav,k eaː-1 ŋ̟z k ə-0 iz l əː-4 nz h əː-0 nz k o-5 tz ɗ i-1 ŋ̟z,k eaː-1 ŋ̟z k ə-0 iz l əː-4 nz h əː-0 nz k o-5 tz ɗ i-1 ŋ̟z
CNBA_Nu_6_S0003_176,audio_data/train/CNBA_Nu_6_S0003_176.wav,ŋ w aː-0 nz,ŋ w aː-0 nz
CNBA_Nu_6_S0003_70,audio_data/train/CNBA_Nu_6_S0003_70.wav,ŋ w iə-0 nz x aː-0 ŋz əː-0 iz k ə-5 uz ɗ aː-2 ɗ ɨə-5 kz ɗ i-0 ɓ iə-3 nz t͡ɕ ɨə-0,ŋ w iə-0 nz x aː-0 ŋz əː-0 iz k ə-5 uz ɗ aː-2 ɗ ɨə-5 kz ɗ i-0 ɓ iə-3 nz t͡ɕ ɨə-0
NMA_7_NU_S0002_238,audio_data/train/NMA_7_NU_S0002_238.wav,k ɔ-0 nz t͡ɕ a-4 uz k uə-3 z o-1 ŋmz t͡ɕ a-4 uz t iə-0 nz,k ɔ-0 nz t͡ɕ a-4 uz k uə-3 z o-1 ŋmz t͡ɕ a-4 uz t iə-0 nz
NMA_7_NU_S0002_90,audio_data/train/NMA_7_NU_S0002_90.wav,m ɛ-1 uz h o-3 ɓ aː-4 uz s ɨ-0 t ɨ-3 tʰ aː-0 k ɔ-0 nz z o-4 ŋmz ɲ ɨ-0 tʰ aː-0 k ɔ-0 nz m o-1 iz,m ɛ-1 uz h o-3 ɓ aː-4 uz s ɨ-0 t ɨ-3 tʰ aː-0 k ɔ-0 nz z o-4 ŋmz ɲ ɨ-0 tʰ aː-0 k ɔ-0 nz m o-1 iz
PC_7_NAM_S0004_122,audio_data/train/PC_7_NAM_S0004_122.wav,k ɔ-0 nz m ɛ-1 uz ɲ aː-1 t əː-4 z ə-4 tz ɗ aː-4 ŋz iə-0 uz,k ɔ-0 nz m ɛ-1 uz ɲ aː-1 t əː-4 z ə-4 tz ɗ aː-4 ŋz iə-0 uz
TPA_Nu_6_S0009_211,audio_data/train/TPA_Nu_6_S0009_211.wav,t aː-0 s a-2 nz s aː-1 ŋz tʰ aː-0 tʰ ɨ-4 n e-4 uz n aː-1 ŋz h ɨə-4 v əː-4 iz t aː-0 t ɨ-1 n a-0 iz n aː-1 ŋz x o-0 ŋmz ɓ aː-0 uz z əː-1 ɗ eaː-4 ŋ̟z z aː-4 ŋ ɨə-1 iz x aː-4 kz k w aː-0 v ɛ-3 ɓ e-1 ŋ w aː-1 iz n ɨə-2,t aː-0 s a-2 nz s aː-1 ŋz tʰ aː-0 tʰ ɨ-4 n e-4 uz n aː-1 ŋz h ɨə-4 v əː-4 iz t aː-0 t ɨ-1 n a-0 iz n aː-1 ŋz x o-0 ŋmz ɓ aː-0 uz z əː-1 ɗ eaː-4 ŋ̟z z aː-4 ŋ ɨə-1 iz x aː-4 kz k w aː-0 v ɛ-3 ɓ e-1 ŋ w aː-1 iz n ɨə-2
NHM_7_NU_S0006_136,audio_data/train/NHM_7_NU_S0006_136.wav,ɗ ɔ-4 l aː-1 h aː-0 iz tʰ ɨ-4 x o-0 ŋmz tʰ e-3 tʰ iə-4 uz k uə-3 k ɔ-0 nz ŋ ɨə-1 iz z ə-0 nz v iə-5 tz n aː-0 mz m o-2 iz x i-0 t e-4 tz ɗ e-4 nz s w ə-0 nz v e-1,ɗ ɔ-4 l aː-1 h aː-0 iz tʰ ɨ-4 x o-0 ŋmz tʰ e-3 tʰ iə-4 uz k uə-3 k ɔ-0 nz ŋ ɨə-1 iz z ə-0 nz v iə-5 tz n aː-0 mz m o-2 iz x i-0 t e-4 tz ɗ e-4 nz s w ə-0 nz v e-1
MK_7_NAM_S0005_3,audio_data/train/MK_7_NAM_S0005_3.wav,tʰ ɛ-0 uz o-0 ŋmz t͡ɕ a-4 uz ɗ ɨə-5 kz v e-1 k w e-0,tʰ ɛ-0 uz o-0 ŋmz t͡ɕ a-4 uz ɗ ɨə-5 kz v e-1 k w e-0
LXT_Nam_6_S0008_5,audio_data/train/LXT_Nam_6_S0008_5.wav,t͡ɕ u-4 ɣ aː-1 k o-0 ŋmz k w aː-0 nz t͡ɕ ɔ-5 ŋmz,t͡ɕ u-4 ɣ aː-1 k o-0 ŋmz k w aː-0 nz t͡ɕ ɔ-5 ŋmz
TTD_7_NAM_S0001_72,audio_data/train/TTD_7_NAM_S0001_72.wav,x i-0 t͡ɕ i-0 mz k ɔ-0 nz m əː-4 iz z aː-0 ɗ əː-1 iz ɓ o-4 m ɛ-5 x o-0 ŋmz m əː-4 mz m o-1 iz m aː-1 m əː-4 mz s ɨə-2 t͡ɕ ɨə-4 t͡ɕ ɔ-0 ŋmz z iə-1 uz t͡ɕ ɔ-0 k ɔ-0 nz,x i-0 t͡ɕ i-0 mz k ɔ-0 nz m əː-4 iz z aː-0 ɗ əː-1 iz ɓ o-4 m ɛ-5 x o-0 ŋmz m əː-4 mz m o-1 iz m aː-1 m əː-4 mz s ɨə-2 t͡ɕ ɨə-4 t͡ɕ ɔ-0 ŋmz z iə-1 uz t͡ɕ ɔ-0 k ɔ-0 nz
PTL_7_NU_S0008_78,audio_data/train/PTL_7_NU_S0008_78.wav,tʰ iə-0 nz ŋ aː-0 m ɛ-5 k ɔ-2 ŋmz k ɔ-0 nz t͡ɕ e-0 nz l ɨ-0 ŋz ɓ əː-0 iz ɗ i-0 ɗ ə-0 iz ɗ ɔ-4,tʰ iə-0 nz ŋ aː-0 m ɛ-5 k ɔ-2 ŋmz k ɔ-0 nz t͡ɕ e-0 nz l ɨ-0 ŋz ɓ əː-0 iz ɗ i-0 ɗ ə-0 iz ɗ ɔ-4
PC_7_NAM_S0004_79,audio_data/train/PC_7_NAM_S0004_79.wav,v ə-5 iz tʰ i-1 ɓ aː-5 nz tʰ i-4 k̟z ɗ i-0 z u-0 l i-5 k̟z əː-0 ɗ ə-0 uz,v ə-5 iz tʰ i-1 ɓ aː-5 nz tʰ i-4 k̟z ɗ i-0 z u-0 l i-5 k̟z əː-0 ɗ ə-0 uz
TPA_Nu_6_S0009_165,audio_data/train/TPA_Nu_6_S0009_165.wav,tʰ ə-1 iz z aː-4 uz t aː-5 mz ɓ iə-5 tz t ɨ-1 ŋz ɗ ɨə-4 t͡ɕ u-4 ŋmz t o-0 iz,tʰ ə-1 iz z aː-4 uz t aː-5 mz ɓ iə-5 tz t ɨ-1 ŋz ɗ ɨə-4 t͡ɕ u-4 ŋmz t o-0 iz
NT_7_NAM_S0009_57,audio_data/train/NT_7_NAM_S0009_57.wav,s w ə-4 tz k w ə-0 nz ɗ ɨə-0 k w ə-0 nz ɗ i-0 ɗ eaː-4 ŋ̟z z a-5 kz,s w ə-4 tz k w ə-0 nz ɗ ɨə-0 k w ə-0 nz ɗ i-0 ɗ eaː-4 ŋ̟z z a-5 kz
THA_7_NU_S0043_138,audio_data/train/THA_7_NU_S0043_138.wav,x i-0 l əː-4 nz tʰ e-0 mz m o-5 tz t w o-3 iz,x i-0 l əː-4 nz tʰ e-0 mz m o-5 tz t w o-3 iz
NMA_7_NU_S0002_182,audio_data/train/NMA_7_NU_S0002_182.wav,l u-2 k ɔ-0 nz t͡ɕ iə-0 mz t͡ɕ iə-4 pz tʰ ɛ-0 uz l iə-1 nz ɗ a-1 ŋz s a-0 uz,l u-2 k ɔ-0 nz t͡ɕ iə-0 mz t͡ɕ iə-4 pz tʰ ɛ-0 uz l iə-0 nz ɗ a-1 ŋz s a-0 uz
NMA_7_NU_S0002_26,audio_data/train/NMA_7_NU_S0002_26.wav,l ɔ-1 ŋmz s w o-4 iz ɲ iə-1 uz ɗ aː-4 s a-4 kz,l ɔ-1 ŋmz s w o-4 iz ɲ iə-1 uz ɗ aː-4 s a-4 kz
PC_7_NAM_S0004_128,audio_data/train/PC_7_NAM_S0004_128.wav,k ɔ-1 nz k ɔ-0 nz m ɛ-1 uz k uə-3 t əː-4 tʰ i-1 t e-0 nz l aː-1 m i-0 uz,k ɔ-1 nz k ɔ-0 nz m ɛ-1 uz k uə-3 t əː-4 tʰ i-1 t e-0 nz l aː-1 m i-0 uz
TTD_7_NAM_S0001_52,audio_data/train/TTD_7_NAM_S0001_52.wav,m o-2 iz m o-5 tz ɲ aː-1 t əː-4 k ɔ-4 ɓ o-4 nz t ə-1 ŋz tʰ i-1 m o-2 iz t ə-1 ŋz ɗ e-3 m o-5 tz k ɔ-0 nz m ɛ-1 uz,m o-2 iz m o-5 tz ɲ aː-1 t əː-4 k ɔ-4 ɓ o-4 nz t ə-1 ŋz tʰ i-1 m o-2 iz t ə-1 ŋz ɗ e-3 m o-5 tz k ɔ-0 nz m ɛ-1 uz
PTT_7_NU_S0041_14,audio_data/train/PTT_7_NU_S0041_14.wav,ɗ o-1 ŋmz z ɔ-5 ŋmz ɓ w o-1 nz ɓ w o-1 nz t͡ɕ i-3 k ɔ-4 ɛ-0 mz l aː-1 t͡ɕ a-3 ŋz aː-0 iz iə-0 uz,ɗ o-1 ŋmz z ɔ-5 ŋmz ɓ w o-1 nz ɓ w o-1 nz t͡ɕ i-3 k ɔ-4 ɛ-0 mz l aː-1 t͡ɕ a-3 ŋz aː-0 iz iə-0 uz
NMA_7_NU_S0002_164,audio_data/train/NMA_7_NU_S0002_164.wav,v ɛ-2 v e-1 l aː-1 ŋz t aː-0,v ɛ-2 v e-1 l aː-1 ŋz t aː-0
LDMT_Nam_6_S00047_19,audio_data/train/LDMT_Nam_6_S00047_19.wav,x i-0 ɗ i-0 n ɔ-4 h ɨə-4 s ɛ-2 ɗ ɛ-0 mz v e-1 ɗ u-3 tʰ ɨ-4 k ɔ-3 l aː-5 k w aː-3 tʰ əː-0 mz v aː-1 l aː-1 mz k w aː-1 t͡ɕ ɔ-0 tʰ ɔ-3 v aː-1 ɲ i-4 mz,x i-0 ɗ i-0 n ɔ-4 h ɨə-4 s ɛ-2 ɗ ɛ-0 mz v e-1 ɗ u-3 tʰ ɨ-4 k ɔ-3 l aː-5 k w aː-3 tʰ əː-0 mz v aː-1 l aː-1 mz k w aː-1 t͡ɕ ɔ-0 tʰ ɔ-3 v aː-1 ɲ i-4 mz
NNM_Nu_6_S00045_48,audio_data/train/NNM_Nu_6_S00045_48.wav,tʰ e-4 l aː-1 s ɔ-4 iz z ɨ-5 tz m o-5 tz k aː-4 iz tʰ ə-5 tz m eaː-5 ŋ̟z,tʰ e-4 l aː-1 s ɔ-4 iz z ɨ-5 tz m o-5 tz k aː-4 iz tʰ ə-5 tz m eaː-5 ŋ̟z
NNM_Nu_6_S00045_83,audio_data/train/NNM_Nu_6_S00045_83.wav,s ɔ-4 iz l aː-5 iz tʰ o-3 iz ɓ a-0 iz ɲ aː-1 l əː-5 nz ɲ əː-2,s ɔ-4 iz l aː-5 iz tʰ o-3 iz ɓ a-0 iz ɲ aː-1 l əː-5 nz ɲ əː-2
CNBA_Nu_6_S0003_29,audio_data/train/CNBA_Nu_6_S0003_29.wav,t o-0 iz ɓ w o-1 nz ŋ u-3,t o-0 iz ɓ w o-1 nz ŋ u-3
NTM_Nam_6_S00010_11,audio_data/train/NTM_Nam_6_S00010_11.wav,k ɔ-4 x ɨə-4 uz ɗ eaː-4 ŋ̟z ɗ u-0,k ɔ-4 x iə-4 uz ɗ eaː-4 ŋ̟z ɗ u-0
NHM_7_NU_S0006_138,audio_data/train/NHM_7_NU_S0006_138.wav,ɓ aː-5 nz əː-0 iz m i-1 ŋ̟z h ɔ-3 iz ɓ aː-5 nz t͡ɕ ɨə-4 kz ɗ aː-2,ɓ aː-5 nz əː-0 iz m i-1 ŋ̟z h ɔ-3 iz ɓ aː-5 nz t͡ɕ ɨə-4 kz ɗ aː-2
THA_Nu_6_S00042_166,audio_data/train/THA_Nu_6_S00042_166.wav,aː-0 iz k u-2 ŋmz t͡ɕ eaː-0 ŋ̟z ɲ a-0 uz k e-3 t͡ɕ ɔ-0 m ɛ-5 ŋ ɛ-0 v iə-5 kz m i-1 ŋ̟z l aː-1 mz,aː-0 iz k u-2 ŋmz t͡ɕ eaː-0 ŋ̟z ɲ a-0 uz k e-3 t͡ɕ ɔ-0 m ɛ-5 ŋ ɛ-0 v iə-5 kz m i-1 ŋ̟z l aː-1 mz
NMA_7_NU_S0002_88,audio_data/train/NMA_7_NU_S0002_88.wav,ɲ i-1 nz ɲ ɨ-0 z aː-0 uz v iə-5 kz tʰ o-0 ŋmz m i-0 ŋ̟z ɗ u-4 ŋmz t aː-1 iz,ɲ i-1 nz ɲ ɨ-0 z aː-0 uz v iə-5 kz tʰ o-0 ŋmz m i-0 ŋ̟z ɗ u-4 ŋmz t aː-1 iz
